image_path,label
dataset-resized\other\glass354.jpg,other
dataset-resized\other\glass355.jpg,other
dataset-resized\other\glass356.jpg,other
dataset-resized\other\glass357.jpg,other
dataset-resized\other\glass358.jpg,other
dataset-resized\other\glass359.jpg,other
dataset-resized\other\glass36.jpg,other
dataset-resized\other\glass360.jpg,other
dataset-resized\other\glass361.jpg,other
dataset-resized\other\glass362.jpg,other
dataset-resized\other\glass363.jpg,other
dataset-resized\other\glass364.jpg,other
dataset-resized\other\glass365.jpg,other
dataset-resized\other\glass366.jpg,other
dataset-resized\other\glass367.jpg,other
dataset-resized\other\glass368.jpg,other
dataset-resized\other\glass369.jpg,other
dataset-resized\other\glass37.jpg,other
dataset-resized\other\glass370.jpg,other
dataset-resized\other\glass371.jpg,other
dataset-resized\other\glass372.jpg,other
dataset-resized\other\glass373.jpg,other
dataset-resized\other\glass374.jpg,other
dataset-resized\other\glass375.jpg,other
dataset-resized\other\glass376.jpg,other
dataset-resized\other\glass377.jpg,other
dataset-resized\other\glass378.jpg,other
dataset-resized\other\glass379.jpg,other
dataset-resized\other\glass38.jpg,other
dataset-resized\other\glass380.jpg,other
dataset-resized\other\glass381.jpg,other
dataset-resized\other\glass382.jpg,other
dataset-resized\other\glass383.jpg,other
dataset-resized\other\glass384.jpg,other
dataset-resized\other\glass385.jpg,other
dataset-resized\other\glass386.jpg,other
dataset-resized\other\glass387.jpg,other
dataset-resized\other\glass388.jpg,other
dataset-resized\other\glass389.jpg,other
dataset-resized\other\glass39.jpg,other
dataset-resized\other\glass390.jpg,other
dataset-resized\other\glass391.jpg,other
dataset-resized\other\glass392.jpg,other
dataset-resized\other\glass393.jpg,other
dataset-resized\other\glass394.jpg,other
dataset-resized\other\glass395.jpg,other
dataset-resized\other\glass396.jpg,other
dataset-resized\other\glass397.jpg,other
dataset-resized\other\glass398.jpg,other
dataset-resized\other\glass399.jpg,other
dataset-resized\other\glass4.jpg,other
dataset-resized\other\glass40.jpg,other
dataset-resized\other\glass400.jpg,other
dataset-resized\other\glass401.jpg,other
dataset-resized\other\glass402.jpg,other
dataset-resized\other\glass403.jpg,other
dataset-resized\other\glass404.jpg,other
dataset-resized\other\glass405.jpg,other
dataset-resized\other\glass406.jpg,other
dataset-resized\other\glass407.jpg,other
dataset-resized\other\glass408.jpg,other
dataset-resized\other\glass409.jpg,other
dataset-resized\other\glass41.jpg,other
dataset-resized\other\glass410.jpg,other
dataset-resized\other\glass411.jpg,other
dataset-resized\other\glass412.jpg,other
dataset-resized\other\glass413.jpg,other
dataset-resized\other\glass414.jpg,other
dataset-resized\other\glass415.jpg,other
dataset-resized\other\glass416.jpg,other
dataset-resized\other\glass417.jpg,other
dataset-resized\other\glass418.jpg,other
dataset-resized\other\glass419.jpg,other
dataset-resized\other\glass42.jpg,other
dataset-resized\other\glass420.jpg,other
dataset-resized\other\glass421.jpg,other
dataset-resized\other\glass422.jpg,other
dataset-resized\other\glass423.jpg,other
dataset-resized\other\glass424.jpg,other
dataset-resized\other\glass425.jpg,other
dataset-resized\other\glass426.jpg,other
dataset-resized\other\glass427.jpg,other
dataset-resized\other\glass428.jpg,other
dataset-resized\other\glass429.jpg,other
dataset-resized\other\glass43.jpg,other
dataset-resized\other\glass430.jpg,other
dataset-resized\other\glass431.jpg,other
dataset-resized\other\glass432.jpg,other
dataset-resized\other\glass433.jpg,other
dataset-resized\other\glass434.jpg,other
dataset-resized\other\glass435.jpg,other
dataset-resized\other\glass436.jpg,other
dataset-resized\other\glass437.jpg,other
dataset-resized\other\glass438.jpg,other
dataset-resized\other\glass439.jpg,other
dataset-resized\other\glass44.jpg,other
dataset-resized\other\glass440.jpg,other
dataset-resized\other\glass441.jpg,other
dataset-resized\other\glass442.jpg,other
dataset-resized\other\glass443.jpg,other
dataset-resized\other\glass444.jpg,other
dataset-resized\other\glass445.jpg,other
dataset-resized\other\glass446.jpg,other
dataset-resized\other\glass447.jpg,other
dataset-resized\other\glass448.jpg,other
dataset-resized\other\glass449.jpg,other
dataset-resized\other\glass45.jpg,other
dataset-resized\other\glass450.jpg,other
dataset-resized\other\glass451.jpg,other
dataset-resized\other\glass452.jpg,other
dataset-resized\other\glass453.jpg,other
dataset-resized\other\glass454.jpg,other
dataset-resized\other\glass455.jpg,other
dataset-resized\other\glass456.jpg,other
dataset-resized\other\glass457.jpg,other
dataset-resized\other\glass458.jpg,other
dataset-resized\other\glass459.jpg,other
dataset-resized\other\glass46.jpg,other
dataset-resized\other\glass460.jpg,other
dataset-resized\other\glass461.jpg,other
dataset-resized\other\glass462.jpg,other
dataset-resized\other\glass463.jpg,other
dataset-resized\other\glass464.jpg,other
dataset-resized\other\glass465.jpg,other
dataset-resized\other\glass466.jpg,other
dataset-resized\other\glass467.jpg,other
dataset-resized\other\glass468.jpg,other
dataset-resized\other\glass469.jpg,other
dataset-resized\other\glass47.jpg,other
dataset-resized\other\glass470.jpg,other
dataset-resized\other\glass471.jpg,other
dataset-resized\other\glass472.jpg,other
dataset-resized\other\glass473.jpg,other
dataset-resized\other\glass474.jpg,other
dataset-resized\other\glass475.jpg,other
dataset-resized\other\glass476.jpg,other
dataset-resized\other\glass477.jpg,other
dataset-resized\other\glass478.jpg,other
dataset-resized\other\glass479.jpg,other
dataset-resized\other\glass48.jpg,other
dataset-resized\other\glass480.jpg,other
dataset-resized\other\glass481.jpg,other
dataset-resized\other\glass482.jpg,other
dataset-resized\other\glass483.jpg,other
dataset-resized\other\glass484.jpg,other
dataset-resized\other\glass485.jpg,other
dataset-resized\other\glass486.jpg,other
dataset-resized\other\glass487.jpg,other
dataset-resized\other\glass488.jpg,other
dataset-resized\other\glass489.jpg,other
dataset-resized\other\glass49.jpg,other
dataset-resized\other\glass490.jpg,other
dataset-resized\other\glass491.jpg,other
dataset-resized\other\glass492.jpg,other
dataset-resized\other\glass493.jpg,other
dataset-resized\other\glass494.jpg,other
dataset-resized\other\glass495.jpg,other
dataset-resized\other\glass496.jpg,other
dataset-resized\other\glass497.jpg,other
dataset-resized\other\glass498.jpg,other
dataset-resized\other\glass499.jpg,other
dataset-resized\other\glass5.jpg,other
dataset-resized\other\glass50.jpg,other
dataset-resized\other\glass500.jpg,other
dataset-resized\other\glass501.jpg,other
dataset-resized\other\glass51.jpg,other
dataset-resized\other\glass52.jpg,other
dataset-resized\other\glass53.jpg,other
dataset-resized\other\glass54.jpg,other
dataset-resized\other\glass55.jpg,other
dataset-resized\other\glass56.jpg,other
dataset-resized\other\glass57.jpg,other
dataset-resized\other\glass58.jpg,other
dataset-resized\other\glass59.jpg,other
dataset-resized\other\glass6.jpg,other
dataset-resized\other\glass60.jpg,other
dataset-resized\other\glass61.jpg,other
dataset-resized\other\glass62.jpg,other
dataset-resized\other\glass63.jpg,other
dataset-resized\other\glass64.jpg,other
dataset-resized\other\glass65.jpg,other
dataset-resized\other\glass66.jpg,other
dataset-resized\other\glass67.jpg,other
dataset-resized\other\glass68.jpg,other
dataset-resized\other\glass69.jpg,other
dataset-resized\other\glass7.jpg,other
dataset-resized\other\glass70.jpg,other
dataset-resized\other\glass71.jpg,other
dataset-resized\other\glass72.jpg,other
dataset-resized\other\glass73.jpg,other
dataset-resized\other\glass74.jpg,other
dataset-resized\other\glass75.jpg,other
dataset-resized\other\glass76.jpg,other
dataset-resized\other\glass77.jpg,other
dataset-resized\other\glass78.jpg,other
dataset-resized\other\glass79.jpg,other
dataset-resized\other\glass8.jpg,other
dataset-resized\other\glass80.jpg,other
dataset-resized\other\glass81.jpg,other
dataset-resized\other\glass82.jpg,other
dataset-resized\other\glass83.jpg,other
dataset-resized\other\glass84.jpg,other
dataset-resized\other\glass85.jpg,other
dataset-resized\other\glass86.jpg,other
dataset-resized\other\glass87.jpg,other
dataset-resized\other\glass88.jpg,other
dataset-resized\other\glass89.jpg,other
dataset-resized\other\glass9.jpg,other
dataset-resized\other\glass90.jpg,other
dataset-resized\other\glass91.jpg,other
dataset-resized\other\glass92.jpg,other
dataset-resized\other\glass93.jpg,other
dataset-resized\other\glass94.jpg,other
dataset-resized\other\glass95.jpg,other
dataset-resized\other\glass96.jpg,other
dataset-resized\other\glass97.jpg,other
dataset-resized\other\glass98.jpg,other
dataset-resized\other\glass99.jpg,other
dataset-resized\other\trash1.jpg,other
dataset-resized\other\trash10.jpg,other
dataset-resized\other\trash100.jpg,other
dataset-resized\other\trash101.jpg,other
dataset-resized\other\trash102.jpg,other
dataset-resized\other\trash103.jpg,other
dataset-resized\other\trash104.jpg,other
dataset-resized\other\trash105.jpg,other
dataset-resized\other\trash106.jpg,other
dataset-resized\other\trash107.jpg,other
dataset-resized\other\trash108.jpg,other
dataset-resized\other\trash109.jpg,other
dataset-resized\other\trash11.jpg,other
dataset-resized\other\trash110.jpg,other
dataset-resized\other\trash111.jpg,other
dataset-resized\other\trash112.jpg,other
dataset-resized\other\trash113.jpg,other
dataset-resized\other\trash114.jpg,other
dataset-resized\other\trash115.jpg,other
dataset-resized\other\trash116.jpg,other
dataset-resized\other\trash117.jpg,other
dataset-resized\other\trash118.jpg,other
dataset-resized\other\trash119.jpg,other
dataset-resized\other\trash12.jpg,other
dataset-resized\other\trash120.jpg,other
dataset-resized\other\trash121.jpg,other
dataset-resized\other\trash122.jpg,other
dataset-resized\other\trash123.jpg,other
dataset-resized\other\trash124.jpg,other
dataset-resized\other\trash125.jpg,other
dataset-resized\other\trash126.jpg,other
dataset-resized\other\trash127.jpg,other
dataset-resized\other\trash128.jpg,other
dataset-resized\other\trash129.jpg,other
dataset-resized\other\trash13.jpg,other
dataset-resized\other\trash130.jpg,other
dataset-resized\other\trash131.jpg,other
dataset-resized\other\trash132.jpg,other
dataset-resized\other\trash133.jpg,other
dataset-resized\other\trash134.jpg,other
dataset-resized\other\trash135.jpg,other
dataset-resized\other\trash136.jpg,other
dataset-resized\other\trash137.jpg,other
dataset-resized\other\trash14.jpg,other
dataset-resized\other\trash15.jpg,other
dataset-resized\other\trash16.jpg,other
dataset-resized\other\trash17.jpg,other
dataset-resized\other\trash18.jpg,other
dataset-resized\other\trash19.jpg,other
dataset-resized\other\trash2.jpg,other
dataset-resized\other\trash20.jpg,other
dataset-resized\other\trash21.jpg,other
dataset-resized\other\trash22.jpg,other
dataset-resized\other\trash23.jpg,other
dataset-resized\other\trash24.jpg,other
dataset-resized\other\trash25.jpg,other
dataset-resized\other\trash26.jpg,other
dataset-resized\other\trash27.jpg,other
dataset-resized\other\trash28.jpg,other
dataset-resized\other\trash29.jpg,other
dataset-resized\other\trash3.jpg,other
dataset-resized\other\trash30.jpg,other
dataset-resized\other\trash31.jpg,other
dataset-resized\other\trash32.jpg,other
dataset-resized\other\trash33.jpg,other
dataset-resized\other\trash34.jpg,other
dataset-resized\other\trash35.jpg,other
dataset-resized\other\trash36.jpg,other
dataset-resized\other\trash37.jpg,other
dataset-resized\other\trash38.jpg,other
dataset-resized\other\trash39.jpg,other
dataset-resized\other\trash4.jpg,other
dataset-resized\other\trash40.jpg,other
dataset-resized\other\trash41.jpg,other
dataset-resized\other\trash42.jpg,other
dataset-resized\other\trash43.jpg,other
dataset-resized\other\trash44.jpg,other
dataset-resized\other\trash45.jpg,other
dataset-resized\other\trash46.jpg,other
dataset-resized\other\trash47.jpg,other
dataset-resized\other\trash48.jpg,other
dataset-resized\other\trash49.jpg,other
dataset-resized\other\trash5.jpg,other
dataset-resized\other\trash50.jpg,other
dataset-resized\other\trash51.jpg,other
dataset-resized\other\trash52.jpg,other
dataset-resized\other\trash53.jpg,other
dataset-resized\other\trash54.jpg,other
dataset-resized\other\trash55.jpg,other
dataset-resized\other\trash56.jpg,other
dataset-resized\other\trash57.jpg,other
dataset-resized\other\trash58.jpg,other
dataset-resized\other\trash59.jpg,other
dataset-resized\other\trash6.jpg,other
dataset-resized\other\trash60.jpg,other
dataset-resized\other\trash61.jpg,other
dataset-resized\other\trash62.jpg,other
dataset-resized\other\trash63.jpg,other
dataset-resized\other\trash64.jpg,other
dataset-resized\other\trash65.jpg,other
dataset-resized\other\trash66.jpg,other
dataset-resized\other\trash67.jpg,other
dataset-resized\other\trash68.jpg,other
dataset-resized\other\trash69.jpg,other
dataset-resized\other\trash7.jpg,other
dataset-resized\other\trash70.jpg,other
dataset-resized\other\trash71.jpg,other
dataset-resized\other\trash72.jpg,other
dataset-resized\other\trash73.jpg,other
dataset-resized\other\trash74.jpg,other
dataset-resized\other\trash75.jpg,other
dataset-resized\other\trash76.jpg,other
dataset-resized\other\trash77.jpg,other
dataset-resized\other\trash78.jpg,other
dataset-resized\other\trash79.jpg,other
dataset-resized\other\trash8.jpg,other
dataset-resized\other\trash80.jpg,other
dataset-resized\other\trash81.jpg,other
dataset-resized\other\trash82.jpg,other
dataset-resized\other\trash83.jpg,other
dataset-resized\other\trash84.jpg,other
dataset-resized\other\trash85.jpg,other
dataset-resized\other\trash86.jpg,other
dataset-resized\other\trash87.jpg,other
dataset-resized\other\trash88.jpg,other
dataset-resized\other\trash89.jpg,other
dataset-resized\other\trash9.jpg,other
dataset-resized\other\trash90.jpg,other
dataset-resized\other\trash91.jpg,other
dataset-resized\other\trash92.jpg,other
dataset-resized\other\trash93.jpg,other
dataset-resized\other\trash94.jpg,other
dataset-resized\other\trash95.jpg,other
dataset-resized\other\trash96.jpg,other
dataset-resized\other\trash97.jpg,other
dataset-resized\other\trash98.jpg,other
dataset-resized\other\trash99.jpg,other
dataset-resized\paper&cardboard\cardboard1.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard10.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard100.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard101.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard102.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard103.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard104.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard105.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard106.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard107.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard108.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard109.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard11.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard110.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard111.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard112.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard113.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard114.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard115.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard116.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard117.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard118.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard119.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard12.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard120.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard121.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard122.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard123.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard124.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard125.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard126.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard127.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard128.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard129.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard13.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard130.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard131.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard132.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard133.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard134.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard135.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard136.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard137.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard138.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard139.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard14.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard140.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard141.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard142.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard143.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard144.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard145.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard146.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard147.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard148.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard149.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard15.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard150.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard151.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard152.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard153.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard154.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard155.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard156.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard157.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard158.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard159.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard16.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard160.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard161.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard162.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard163.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard164.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard165.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard166.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard167.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard168.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard169.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard17.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard170.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard171.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard172.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard173.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard174.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard175.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard176.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard177.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard178.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard179.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard18.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard180.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard181.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard182.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard183.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard184.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard185.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard186.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard187.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard188.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard189.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard19.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard190.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard191.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard192.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard193.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard194.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard195.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard196.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard197.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard198.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard199.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard2.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard20.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard200.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard201.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard202.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard203.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard204.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard205.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard206.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard207.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard208.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard209.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard21.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard210.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard211.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard212.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard213.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard214.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard215.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard216.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard217.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard218.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard219.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard22.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard220.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard221.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard222.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard223.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard224.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard225.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard226.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard227.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard228.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard229.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard23.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard230.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard231.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard232.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard233.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard234.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard235.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard236.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard237.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard238.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard239.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard24.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard240.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard241.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard242.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard243.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard244.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard245.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard246.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard247.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard248.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard249.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard25.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard250.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard251.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard252.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard253.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard254.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard255.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard256.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard257.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard258.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard259.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard26.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard260.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard261.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard262.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard263.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard264.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard265.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard266.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard267.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard268.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard269.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard27.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard270.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard271.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard272.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard273.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard274.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard275.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard276.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard277.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard278.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard279.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard28.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard280.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard281.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard282.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard283.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard284.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard285.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard286.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard287.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard288.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard289.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard29.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard290.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard291.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard292.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard293.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard294.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard295.jpg,paper&cardboard
dataset-resized\paper&cardboard\cardboard296.jpg,paper&cardboard
